MatVec;1.18583;
MatVecOMP;1.18474;
MatVecRMA;1.19295;
MatVecRMAOMP;1.19401;
MatVecMasteSlave;4.31216;
MatVecMasteSlaveOMP;4.42048;
MatVecMasterSlaveRMA;2.5715;
MatVecMasterSlaveRMAOMP;2.48128;
MatVec;1.1939;
MatVecOMP;1.18498;
MatVecRMA;1.19467;
MatVecRMAOMP;1.19697;
MatVecMasteSlave;4.18974;
MatVecMasteSlaveOMP;4.37644;
MatVecMasterSlaveRMA;2.93405;
MatVecMasterSlaveRMAOMP;2.44084;
MatVec;1.19535;
MatVecOMP;1.18732;
MatVecRMA;1.19122;
MatVecRMAOMP;1.19706;
MatVecMasteSlave;4.72927;
MatVecMasteSlaveOMP;4.34485;
MatVecMasterSlaveRMA;2.57625;
MatVecMasterSlaveRMAOMP;2.83015;
MatVec;1.1962;
MatVecOMP;1.19251;
MatVecRMA;1.19351;
MatVecRMAOMP;1.19394;
MatVecMasteSlave;4.37868;
MatVecMasteSlaveOMP;4.5326;
MatVecMasterSlaveRMA;2.67113;
MatVecMasterSlaveRMAOMP;2.86807;
MatVec;1.18763;
MatVecOMP;1.18733;
MatVecRMA;1.19802;
MatVecRMAOMP;1.19863;
MatVecMasteSlave;4.51962;
MatVecMasteSlaveOMP;4.33073;
MatVecMasterSlaveRMA;2.81987;
MatVecMasterSlaveRMAOMP;2.62352;
MatVec;1.18767;
MatVecOMP;1.19202;
MatVecRMA;1.19448;
MatVecRMAOMP;1.19509;
MatVecMasteSlave;4.3697;
MatVecMasteSlaveOMP;4.22651;
MatVecMasterSlaveRMA;2.48303;
MatVecMasterSlaveRMAOMP;2.57644;
MatVec;1.19278;
MatVecOMP;1.18783;
MatVecRMA;1.19595;
MatVecRMAOMP;1.19176;
MatVecMasteSlave;4.13684;
MatVecMasteSlaveOMP;4.61985;
MatVecMasterSlaveRMA;2.91987;
MatVecMasterSlaveRMAOMP;2.5482;
MatVec;1.1905;
MatVecOMP;1.19518;
MatVecRMA;1.19688;
MatVecRMAOMP;1.19708;
MatVecMasteSlave;4.4708;
MatVecMasteSlaveOMP;4.61635;
MatVecMasterSlaveRMA;2.65362;
MatVecMasterSlaveRMAOMP;2.66487;
MatVec;1.18639;
MatVecOMP;1.18965;
MatVecRMA;1.19096;
MatVecRMAOMP;1.19826;
MatVecMasteSlave;4.21575;
MatVecMasteSlaveOMP;3.99853;
MatVecMasterSlaveRMA;2.54913;
MatVecMasterSlaveRMAOMP;2.51385;
MatVec;1.18569;
MatVecOMP;1.19631;
MatVecRMA;1.19768;
MatVecRMAOMP;1.18933;
MatVecMasteSlave;4.8945;
MatVecMasteSlaveOMP;4.17352;
MatVecMasterSlaveRMA;2.53918;
MatVecMasterSlaveRMAOMP;2.72331;
