MatVec;4.04624;
MatVecOMP;3.89729;
MatVecRMA;4.12003;
MatVecRMAOMP;2.45851;
MatVecMasteSlave;11.5376;
MatVecMasteSlaveOMP;11.2158;
MatVecMasterSlaveRMA;4.7293;
MatVecMasterSlaveRMAOMP;4.74417;
MatVec;4.18526;
MatVecOMP;3.16363;
MatVecRMA;4.04327;
MatVecRMAOMP;2.42251;
MatVecMasteSlave;11.2879;
MatVecMasteSlaveOMP;11.2818;
MatVecMasterSlaveRMA;4.66632;
MatVecMasterSlaveRMAOMP;4.68276;
MatVec;4.05275;
MatVecOMP;2.6345;
MatVecRMA;4.03908;
MatVecRMAOMP;2.44893;
MatVecMasteSlave;11.197;
MatVecMasteSlaveOMP;11.3761;
MatVecMasterSlaveRMA;4.80437;
MatVecMasterSlaveRMAOMP;4.69638;
MatVec;4.05852;
MatVecOMP;3.30214;
MatVecRMA;4.18404;
MatVecRMAOMP;2.4456;
MatVecMasteSlave;11.4938;
MatVecMasteSlaveOMP;11.3445;
MatVecMasterSlaveRMA;4.73047;
MatVecMasterSlaveRMAOMP;4.71812;
MatVec;4.19286;
MatVecOMP;2.38733;
MatVecRMA;4.16324;
MatVecRMAOMP;2.43197;
MatVecMasteSlave;11.2096;
MatVecMasteSlaveOMP;11.4107;
MatVecMasterSlaveRMA;4.73295;
MatVecMasterSlaveRMAOMP;4.66802;
MatVec;4.11028;
MatVecOMP;3.48854;
MatVecRMA;4.03308;
MatVecRMAOMP;2.46554;
MatVecMasteSlave;11.2268;
MatVecMasteSlaveOMP;11.233;
MatVecMasterSlaveRMA;4.65418;
MatVecMasterSlaveRMAOMP;4.77858;
MatVec;4.22742;
MatVecOMP;2.36154;
MatVecRMA;4.04891;
MatVecRMAOMP;2.43429;
MatVecMasteSlave;11.2197;
MatVecMasteSlaveOMP;11.2274;
MatVecMasterSlaveRMA;4.66554;
MatVecMasterSlaveRMAOMP;4.64526;
MatVec;4.05084;
MatVecOMP;3.4616;
MatVecRMA;4.03685;
MatVecRMAOMP;2.41211;
MatVecMasteSlave;11.3685;
MatVecMasteSlaveOMP;11.2178;
MatVecMasterSlaveRMA;4.64449;
MatVecMasterSlaveRMAOMP;4.66749;
MatVec;4.05111;
MatVecOMP;3.39032;
MatVecRMA;4.181;
MatVecRMAOMP;2.41257;
MatVecMasteSlave;11.4053;
MatVecMasteSlaveOMP;11.3656;
MatVecMasterSlaveRMA;4.58768;
MatVecMasterSlaveRMAOMP;4.76246;
MatVec;4.12792;
MatVecOMP;3.56795;
MatVecRMA;4.18019;
MatVecRMAOMP;2.43858;
MatVecMasteSlave;11.496;
MatVecMasteSlaveOMP;11.5179;
MatVecMasterSlaveRMA;4.68027;
MatVecMasterSlaveRMAOMP;4.66399;
