MatVec;0.0799174;
MatVecOMP;0.0817112;
MatVecRMA;0.0824932;
MatVecRMAOMP;0.0786511;
MatVecMasteSlave;0.401325;
MatVecMasteSlaveOMP;0.310469;
MatVecMasterSlaveRMA;0.765186;
MatVecMasterSlaveRMAOMP;0.783197;
MatVec;0.0785969;
MatVecOMP;0.0869101;
MatVecRMA;0.0880568;
MatVecRMAOMP;0.0771829;
MatVecMasteSlave;0.430422;
MatVecMasteSlaveOMP;0.403689;
MatVecMasterSlaveRMA;0.677684;
MatVecMasterSlaveRMAOMP;0.662191;
MatVec;0.0783938;
MatVecOMP;0.0841675;
MatVecRMA;0.0856169;
MatVecRMAOMP;0.0770806;
MatVecMasteSlave;0.327002;
MatVecMasteSlaveOMP;0.328629;
MatVecMasterSlaveRMA;0.789698;
MatVecMasterSlaveRMAOMP;0.668018;
MatVec;0.088178;
MatVecOMP;0.102556;
MatVecRMA;0.0771815;
MatVecRMAOMP;0.0710792;
MatVecMasteSlave;0.445178;
MatVecMasteSlaveOMP;0.373076;
MatVecMasterSlaveRMA;0.662934;
MatVecMasterSlaveRMAOMP;0.780434;
MatVec;0.0799963;
MatVecOMP;0.0908406;
MatVecRMA;0.0801039;
MatVecRMAOMP;0.0764598;
MatVecMasteSlave;0.329506;
MatVecMasteSlaveOMP;0.430188;
MatVecMasterSlaveRMA;0.793653;
MatVecMasterSlaveRMAOMP;0.733754;
MatVec;0.0820436;
MatVecOMP;0.0912913;
MatVecRMA;0.0793468;
MatVecRMAOMP;0.0770336;
MatVecMasteSlave;0.44717;
MatVecMasteSlaveOMP;0.434771;
MatVecMasterSlaveRMA;0.746046;
MatVecMasterSlaveRMAOMP;0.750423;
MatVec;0.0814606;
MatVecOMP;0.0828528;
MatVecRMA;0.0891043;
MatVecRMAOMP;0.0809141;
MatVecMasteSlave;0.380591;
MatVecMasteSlaveOMP;0.450716;
MatVecMasterSlaveRMA;0.686596;
MatVecMasterSlaveRMAOMP;0.747184;
MatVec;0.0808482;
MatVecOMP;0.0856821;
MatVecRMA;0.0849921;
MatVecRMAOMP;0.0751677;
MatVecMasteSlave;0.324185;
MatVecMasteSlaveOMP;0.441834;
MatVecMasterSlaveRMA;0.756993;
MatVecMasterSlaveRMAOMP;0.759819;
MatVec;0.0789202;
MatVecOMP;0.0905905;
MatVecRMA;0.0879705;
MatVecRMAOMP;0.0815656;
MatVecMasteSlave;0.438949;
MatVecMasteSlaveOMP;0.444263;
MatVecMasterSlaveRMA;0.752798;
MatVecMasterSlaveRMAOMP;0.654858;
MatVec;0.0804077;
MatVecOMP;0.0858428;
MatVecRMA;0.0883855;
MatVecRMAOMP;0.0768704;
MatVecMasteSlave;0.438209;
MatVecMasteSlaveOMP;0.43714;
MatVecMasterSlaveRMA;0.764696;
MatVecMasterSlaveRMAOMP;0.789846;
