MatVec;4.70595;
MatVecOMP;4.96492;
MatVecRMA;4.71045;
MatVecRMAOMP;4.71488;
MatVecMasteSlave;17.1447;
MatVecMasteSlaveOMP;17.0021;
MatVecMasterSlaveRMA;8.2752;
MatVecMasterSlaveRMAOMP;7.86044;
MatVec;4.70634;
MatVecOMP;4.70424;
MatVecRMA;4.71251;
MatVecRMAOMP;4.71923;
MatVecMasteSlave;16.5564;
MatVecMasteSlaveOMP;16.5548;
MatVecMasterSlaveRMA;8.00781;
MatVecMasterSlaveRMAOMP;8.01881;
MatVec;4.70876;
MatVecOMP;4.70069;
MatVecRMA;4.71184;
MatVecRMAOMP;4.71601;
MatVecMasteSlave;18.0422;
MatVecMasteSlaveOMP;17.1836;
MatVecMasterSlaveRMA;8.81828;
MatVecMasterSlaveRMAOMP;7.93794;
MatVec;4.70704;
MatVecOMP;4.70942;
MatVecRMA;4.70719;
MatVecRMAOMP;4.71213;
MatVecMasteSlave;16.3195;
MatVecMasteSlaveOMP;17.6305;
MatVecMasterSlaveRMA;8.81608;
MatVecMasterSlaveRMAOMP;8.14019;
MatVec;4.70674;
MatVecOMP;4.69436;
MatVecRMA;4.71035;
MatVecRMAOMP;4.6924;
MatVecMasteSlave;17.063;
MatVecMasteSlaveOMP;17.9506;
MatVecMasterSlaveRMA;8.05213;
MatVecMasterSlaveRMAOMP;9.22804;
MatVec;4.70784;
MatVecOMP;4.70668;
MatVecRMA;4.71506;
MatVecRMAOMP;4.71797;
MatVecMasteSlave;17.4594;
MatVecMasteSlaveOMP;17.3118;
MatVecMasterSlaveRMA;7.8595;
MatVecMasterSlaveRMAOMP;8.10435;
MatVec;4.70629;
MatVecOMP;4.70904;
MatVecRMA;4.71619;
MatVecRMAOMP;4.73544;
MatVecMasteSlave;18.0451;
MatVecMasteSlaveOMP;17.2838;
MatVecMasterSlaveRMA;8.68699;
MatVecMasterSlaveRMAOMP;8.38183;
MatVec;4.70402;
MatVecOMP;4.70776;
MatVecRMA;4.71931;
MatVecRMAOMP;4.72477;
MatVecMasteSlave;16.4847;
MatVecMasteSlaveOMP;16.5513;
MatVecMasterSlaveRMA;7.67528;
MatVecMasterSlaveRMAOMP;8.17893;
MatVec;4.70463;
MatVecOMP;4.69825;
MatVecRMA;4.7149;
MatVecRMAOMP;4.71244;
MatVecMasteSlave;17.302;
MatVecMasteSlaveOMP;16.6139;
MatVecMasterSlaveRMA;8.62026;
MatVecMasterSlaveRMAOMP;8.52611;
MatVec;4.70601;
MatVecOMP;4.69683;
MatVecRMA;4.70905;
MatVecRMAOMP;4.72271;
MatVecMasteSlave;17.0028;
MatVecMasteSlaveOMP;16.3387;
MatVecMasterSlaveRMA;8.06397;
MatVecMasterSlaveRMAOMP;7.8201;
