MatVec;6.21064;
MatVecOMP;5.65774;
MatVecRMA;6.12604;
MatVecRMAOMP;3.59208;
MatVecMasteSlave;15.1535;
MatVecMasteSlaveOMP;15.154;
MatVecMasterSlaveRMA;8.39456;
MatVecMasterSlaveRMAOMP;8.46;
MatVec;6.0388;
MatVecOMP;5.47093;
MatVecRMA;6.02119;
MatVecRMAOMP;3.58412;
MatVecMasteSlave;15.0123;
MatVecMasteSlaveOMP;15.2453;
MatVecMasterSlaveRMA;8.46326;
MatVecMasterSlaveRMAOMP;8.38048;
MatVec;6.16636;
MatVecOMP;5.85382;
MatVecRMA;5.97697;
MatVecRMAOMP;3.59037;
MatVecMasteSlave;15.1046;
MatVecMasteSlaveOMP;15.1383;
MatVecMasterSlaveRMA;8.44807;
MatVecMasterSlaveRMAOMP;8.451;
MatVec;6.13465;
MatVecOMP;5.9045;
MatVecRMA;5.96032;
MatVecRMAOMP;3.56955;
MatVecMasteSlave;15.0069;
MatVecMasteSlaveOMP;15.2008;
MatVecMasterSlaveRMA;8.63393;
MatVecMasterSlaveRMAOMP;8.40399;
MatVec;6.09909;
MatVecOMP;5.86384;
MatVecRMA;6.05593;
MatVecRMAOMP;3.59278;
MatVecMasteSlave;15.1085;
MatVecMasteSlaveOMP;15.1435;
MatVecMasterSlaveRMA;8.3728;
MatVecMasterSlaveRMAOMP;8.44831;
MatVec;5.98677;
MatVecOMP;5.85885;
MatVecRMA;6.10586;
MatVecRMAOMP;3.55034;
MatVecMasteSlave;15.1038;
MatVecMasteSlaveOMP;15.0241;
MatVecMasterSlaveRMA;8.49952;
MatVecMasterSlaveRMAOMP;8.4524;
MatVec;6.09891;
MatVecOMP;5.90896;
MatVecRMA;6.04484;
MatVecRMAOMP;3.5808;
MatVecMasteSlave;15.2353;
MatVecMasteSlaveOMP;15.1756;
MatVecMasterSlaveRMA;8.39417;
MatVecMasterSlaveRMAOMP;8.45529;
MatVec;6.1545;
MatVecOMP;5.64415;
MatVecRMA;6.0529;
MatVecRMAOMP;3.60687;
MatVecMasteSlave;15.003;
MatVecMasteSlaveOMP;15.025;
MatVecMasterSlaveRMA;8.4601;
MatVecMasterSlaveRMAOMP;8.38411;
MatVec;6.21092;
MatVecOMP;5.57592;
MatVecRMA;6.17272;
MatVecRMAOMP;3.61864;
MatVecMasteSlave;15.0194;
MatVecMasteSlaveOMP;15.2313;
MatVecMasterSlaveRMA;8.38873;
MatVecMasterSlaveRMAOMP;8.51009;
MatVec;6.22632;
MatVecOMP;5.95368;
MatVecRMA;6.10661;
MatVecRMAOMP;3.6096;
MatVecMasteSlave;15.0085;
MatVecMasteSlaveOMP;15.1467;
MatVecMasterSlaveRMA;8.5705;
MatVecMasterSlaveRMAOMP;8.3697;
