MatVec;0.317641;
MatVecOMP;0.326337;
MatVecRMA;0.326916;
MatVecRMAOMP;0.329107;
MatVecMasteSlave;1.42987;
MatVecMasteSlaveOMP;1.01763;
MatVecMasterSlaveRMA;1.06998;
MatVecMasterSlaveRMAOMP;1.18478;
MatVec;0.319785;
MatVecOMP;0.326212;
MatVecRMA;0.32549;
MatVecRMAOMP;0.327758;
MatVecMasteSlave;1.11014;
MatVecMasteSlaveOMP;1.0733;
MatVecMasterSlaveRMA;1.31556;
MatVecMasterSlaveRMAOMP;1.231;
MatVec;0.31552;
MatVecOMP;0.35921;
MatVecRMA;0.32385;
MatVecRMAOMP;0.321988;
MatVecMasteSlave;1.08355;
MatVecMasteSlaveOMP;1.4352;
MatVecMasterSlaveRMA;1.29601;
MatVecMasterSlaveRMAOMP;1.22894;
MatVec;0.323967;
MatVecOMP;0.322507;
MatVecRMA;0.329292;
MatVecRMAOMP;0.330418;
MatVecMasteSlave;1.1344;
MatVecMasteSlaveOMP;1.1601;
MatVecMasterSlaveRMA;1.13278;
MatVecMasterSlaveRMAOMP;1.14303;
MatVec;0.318096;
MatVecOMP;0.325539;
MatVecRMA;0.327241;
MatVecRMAOMP;0.328794;
MatVecMasteSlave;1.27398;
MatVecMasteSlaveOMP;1.04967;
MatVecMasterSlaveRMA;1.27505;
MatVecMasterSlaveRMAOMP;1.23448;
MatVec;0.320924;
MatVecOMP;0.324974;
MatVecRMA;0.325166;
MatVecRMAOMP;0.327202;
MatVecMasteSlave;1.02494;
MatVecMasteSlaveOMP;1.12047;
MatVecMasterSlaveRMA;1.12294;
MatVecMasterSlaveRMAOMP;1.35925;
MatVec;0.321259;
MatVecOMP;0.323195;
MatVecRMA;0.321865;
MatVecRMAOMP;0.324967;
MatVecMasteSlave;1.02876;
MatVecMasteSlaveOMP;1.45631;
MatVecMasterSlaveRMA;1.2322;
MatVecMasterSlaveRMAOMP;1.24818;
MatVec;0.320659;
MatVecOMP;0.322729;
MatVecRMA;0.323059;
MatVecRMAOMP;0.323685;
MatVecMasteSlave;1.42669;
MatVecMasteSlaveOMP;1.19995;
MatVecMasterSlaveRMA;1.25967;
MatVecMasterSlaveRMAOMP;1.28176;
MatVec;0.320185;
MatVecOMP;0.32193;
MatVecRMA;0.315019;
MatVecRMAOMP;0.323519;
MatVecMasteSlave;1.08654;
MatVecMasteSlaveOMP;1.12068;
MatVecMasterSlaveRMA;1.20677;
MatVecMasterSlaveRMAOMP;1.12918;
MatVec;0.319005;
MatVecOMP;0.321657;
MatVecRMA;0.326751;
MatVecRMAOMP;0.332202;
MatVecMasteSlave;1.38727;
MatVecMasteSlaveOMP;1.39524;
MatVecMasterSlaveRMA;1.09387;
MatVecMasterSlaveRMAOMP;1.23241;
