MatVec;0.647213;
MatVecOMP;0.647089;
MatVecRMA;0.647571;
MatVecRMAOMP;0.650116;
MatVecMasteSlave;2.2293;
MatVecMasteSlaveOMP;2.25348;
MatVecMasterSlaveRMA;1.65562;
MatVecMasterSlaveRMAOMP;1.88088;
MatVec;0.647117;
MatVecOMP;0.648571;
MatVecRMA;0.647518;
MatVecRMAOMP;0.649484;
MatVecMasteSlave;2.57436;
MatVecMasteSlaveOMP;2.57433;
MatVecMasterSlaveRMA;1.68599;
MatVecMasterSlaveRMAOMP;1.76682;
MatVec;0.646916;
MatVecOMP;0.649318;
MatVecRMA;0.645832;
MatVecRMAOMP;0.649666;
MatVecMasteSlave;2.35565;
MatVecMasteSlaveOMP;2.29616;
MatVecMasterSlaveRMA;1.8254;
MatVecMasterSlaveRMAOMP;1.96533;
MatVec;0.647248;
MatVecOMP;0.95315;
MatVecRMA;0.64789;
MatVecRMAOMP;0.649384;
MatVecMasteSlave;2.38549;
MatVecMasteSlaveOMP;2.41523;
MatVecMasterSlaveRMA;1.61642;
MatVecMasterSlaveRMAOMP;1.50467;
MatVec;0.647721;
MatVecOMP;0.733694;
MatVecRMA;0.647792;
MatVecRMAOMP;0.649173;
MatVecMasteSlave;2.19893;
MatVecMasteSlaveOMP;2.41863;
MatVecMasterSlaveRMA;1.69925;
MatVecMasterSlaveRMAOMP;1.6463;
MatVec;0.646429;
MatVecOMP;0.649369;
MatVecRMA;0.648057;
MatVecRMAOMP;0.65083;
MatVecMasteSlave;2.26935;
MatVecMasteSlaveOMP;2.01871;
MatVecMasterSlaveRMA;1.75672;
MatVecMasterSlaveRMAOMP;1.63329;
MatVec;0.646562;
MatVecOMP;0.648641;
MatVecRMA;0.648091;
MatVecRMAOMP;0.650271;
MatVecMasteSlave;2.54967;
MatVecMasteSlaveOMP;2.0949;
MatVecMasterSlaveRMA;1.77951;
MatVecMasterSlaveRMAOMP;1.6601;
MatVec;0.647194;
MatVecOMP;0.655804;
MatVecRMA;0.646121;
MatVecRMAOMP;0.651338;
MatVecMasteSlave;2.68266;
MatVecMasteSlaveOMP;2.23885;
MatVecMasterSlaveRMA;1.81904;
MatVecMasterSlaveRMAOMP;1.70064;
MatVec;0.646571;
MatVecOMP;0.649247;
MatVecRMA;0.646997;
MatVecRMAOMP;0.648654;
MatVecMasteSlave;2.32457;
MatVecMasteSlaveOMP;2.3917;
MatVecMasterSlaveRMA;1.68246;
MatVecMasterSlaveRMAOMP;1.67978;
MatVec;0.647359;
MatVecOMP;0.873202;
MatVecRMA;0.646519;
MatVecRMAOMP;0.64921;
MatVecMasteSlave;2.72814;
MatVecMasteSlaveOMP;2.3064;
MatVecMasterSlaveRMA;1.67168;
MatVecMasterSlaveRMAOMP;1.54366;
